70.7111176142 4.7683870087 25.5743105216 13.8791163472 24.1937914993 21.1527319707 2.48836045396 59.442934615 81.2418244587 10.4730665477 19.5204733311 46.7123831091 28.7791534673 3.11708330373 0.929047953838 21.2179041698 62.85729142 2.63347166949
57.2191002634 3.94260244645 2.46675834316 0.92577879515 15.7267256975 13.0338065459 8.5031624963 35.0455510567 45.9858367057 72.5710943242 7.1476640522 47.6082014244 35.9924995392 11.3556582429 30.6715595107 6.03652704834 41.7363595375 8.84488575725
1.88241848667 9.95413876496 0.252740812442 5.11541734302 15.4605035883 2.35189492656 13.7996136882 77.1302233329 4.55747046228 2.57806992216 11.4049065093 5.44980841745 20.4706825026 4.33394572395 11.6283308085 50.7163794402 24.4565320191 56.6077753357
54.5753221562 23.0938115476 14.2777593058 11.6040390851 6.00029254735 15.1229532433 6.21029324104 9.74161416273 6.95788220509 6.11504305936 36.9098935436 13.4612448567 26.2461695457 30.5448537075 10.92936081 9.30718921958 55.9461695867 17.3986841387
2.73806480948 10.6820015632 28.8474047727 3.165413562 59.1110491364 23.8954737343 16.5436433554 1.46322877524 4.65849049389 2.53407116362 6.38897246186 10.5565643523 0.461177768547 0.651595546798 2.44745440686 26.3549097257 66.8549505939 24.2533482509
45.3060795161 17.2478880089 81.7662577816 6.50966496217 10.8650782236 11.1827246459 0.615195802167 5.22090309814 33.1005534522 30.7511003786 1.89509275499 46.4448642732 5.22037483546 55.5578823803 0.635113949802 53.7951147907 22.8762522849 1.95115649371
26.9633472594 23.6337601331 41.3128844278 9.07444419575 13.7059855493 6.58154796441 5.39169324819 27.6566600004 3.21582129986 88.3060176755 5.02958860474 45.2816920236 0.812636821722 4.73841482464 24.3670940536 0.857641434604 3.05925397355 1.87346229328
57.8322601129 38.4768861619 47.6421493398 33.2636619429 2.80650313712 10.1493994552 4.21316529626 27.8527976212 1.55410573894 25.5517870118 38.5039337278 25.9242011165 13.4918577739 56.0682869315 1.36897879687 57.1168029413 5.64631235968 90.9107083438
13.0412026736 9.37684989342 0.309466623548 7.49068388775 7.442900786 14.7505842773 8.53119126225 13.5396173808 44.911215259 14.0834634909 43.1758257891 8.74771094887 7.18240390756 18.1163535656 13.3321156128 28.8428902309 0.259164663159 14.4338560957
40.7908585095 1.30754504968 1.3707656838 72.6814498722 45.3299799493 2.01491840371 38.9729059454 44.1343897368 34.1763414731 1.68807096168 8.22040323201 13.4724731356 2.18470056363 0.882661581302 9.47182485531 24.9188625883 3.69758180262 54.5171592987
26.3785920376 36.7821673442 16.1778757476 36.9752592277 20.2138889038 33.6123328763 42.360676832 76.3335778595 21.0291474081 24.8024043841 30.3302036418 1.90971185549 38.6134032335 82.8134685768 27.2706072442 41.9577617082 21.9508083838 53.1705803193
64.7094544783 9.21398749274 5.55029258261 76.7973301172 9.87421193073 8.91024762566 3.5207325105 16.4566496729 5.98923727904 8.37546396983 34.6374160938 14.5988827532 33.5445056806 3.94131121217 24.2470311189 1.13977579243 29.3666960845 8.82040312085
11.8295757677 13.8903390872 7.66955013868 1.99373386314 1.2376016598 6.63588985863 16.2442284981 36.8259946736 0.236256205408 42.9533245136 38.2577386793 82.5730911089 79.2369848753 4.5809967651 53.15758364 1.35252105849 34.4696137481 52.6164883454
37.3645699388 48.6974787132 8.12223178098 8.65816099515 16.7599875197 24.4546027317 7.05003999388 32.4123919779 56.4612027013 70.458106005 75.931582926 32.767136458 53.5453924308 5.24502106716 0.299338672521 55.6128864181 68.8487568559 4.22448504931
30.8553899734 41.1084861802 33.4257648503 10.1408102197 61.5131809788 12.0193081528 27.1432404973 3.56445600808 19.195906766 23.0520163884 79.5517839483 21.9352685098 3.45883889981 8.72490370858 22.3359100577 0.391989561827 0.572377890414 26.9168589257
14.8875010572 0.601286850586 43.3970912065 33.4135329177 2.37321705638 15.2964612857 27.4001410262 53.0044512347 17.0061375947 15.8387072461 16.5377097404 11.2819492423 3.16411045986 12.8152292725 17.3552830822 35.1327894883 5.86047404795 19.6681972597
70.9915196081 67.2958321048 52.5616850909 23.5620671483 9.61927631727 26.0183596486 34.0909569567 1.40885071746 6.20854080974 5.443541503 57.4117492429 10.1297795939 0.616031723742 12.8362616875 60.2179696336 2.42160017361 6.58238860005 23.2546372384
1.69387727074 2.46248513733 12.7142307805 24.0405175841 20.552882349 17.0835000682 1.99215373225 8.05917937021 81.7758756251 33.6928519955 50.5162224163 3.01530651744 13.9305411465 61.6915686474 53.5372528261 15.58174883 29.9089140409 45.3198224966
