32.6171150534 5.28641341061 5.13203369597 0.0589473952589 12.0854957576 5.89039556265 27.4573886388 65.4226481225 39.7398159113 8.19741337129
12.9704367454 41.6377854188 13.248502109 59.560612338 12.6935672508 1.16468984678 57.1681918932 0.866089893212 7.06320967642 73.1915160024
25.4156849668 71.3781136184 39.3065952517 6.23876895253 5.7135791958 14.757271995 5.82900179822 39.3632847452 6.21817833632 57.6639370682
35.0000974164 5.9404748769 47.6564271994 49.9259696024 24.4412484429 8.10051203559 4.18141759987 6.8427236689 50.9176786798 31.2173981745
45.0784841671 45.5039321728 2.73435304739 13.0748225975 41.8309184254 15.0614587647 11.2440099459 61.0845089363 35.254611971 21.2564058308
14.553912565 17.5124147235 24.7397378681 24.556188042 5.83147973615 8.27948169506 27.5818571737 33.7366756571 49.3007740751 18.6318792132
56.2376934046 32.912780164 15.4260424367 19.1790572045 2.5385934224 3.57831778895 57.9225767226 40.5671378612 0.52416601504 33.8984561173
32.4980548612 27.211665248 33.4575153968 40.127226428 8.21785897444 9.96513606487 4.62166392341 10.4381265469 11.1683337135 56.2665831949
18.4806685119 48.8742661939 82.6066066623 11.8985283996 0.692978856419 7.39259067938 7.17189473963 12.7411783801 25.3642464354 96.7568273417
52.4369917499 10.3251442303 16.1086337796 11.2822225095 33.4274837088 49.300279839 39.0432517715 1.45378535815 75.6035017221 12.4184795127
